index	sentence1	sentence2	label
659	A black CNN reporter, his producer and the camera crew arrested for no reason while covering the Minneapolis protests held for the murder of George Floyd. <url>	Is this tweet offensive?	0
660	a direct, unfiltered appeal via social media to his base &amp; on a topic calculated to polarise public opinion... [Johnson's tweets avoid] the question of slaver statues... [in] defence of Winston Churchill  Don't let him turn this into a fony cultures war  <url>	Is this tweet offensive?	0
661	You know, Biden should really wait until the White House is cleared out before going in to the White House	Is this tweet offensive?	0
662	Chris Christie is a typical self-serving, pathologically SELFISH a-hole. They NEVER care about other people, and never about ANYTHING until it affects THEM.	Is this tweet offensive?	1
663	Howling! Mans should be a fucking actor! 😂😂😂😂😂😂😂	Is this tweet offensive?	0
664	<user> <user> <user> Actual science, not a pile of crap political wish, does.	Is this tweet offensive?	0
665	This screams cheating if you ask me :-(	Is this tweet offensive?	0
666	Good. Cancel CrossFit anyway. Y’all ain’t doing nothing but ruining your joints.	Is this tweet offensive?	0
667	Touching. Hoping to see similar gestures of empathy carried out for other oppressed races or a people who don’t have a voice. #equality #racism #JusticeforGeorgesFloyd	Is this tweet offensive?	0
668	Trump is OK with letting Corona Virus take its course? (Convenient for a State of Emergency whenever he damn pleases?)	Is this tweet offensive?	0
669	Michigan Avenue, 5:38pm. Chicago's Loop at the height of the evening rush hour.   More photos: Chicago public spaces emptied in the age of #coronavirus <url> <url>	Is this tweet offensive?	0
670	<user> <user> CNN &amp; MSNBC &amp; the Democrats are pushing hate!! Senile Joe, Obama, Clinton, and many in the corrupt FBI tried a coup d’etat against this duly elected president. The party of the KKK still see everything in terms of race. CNN &amp; MSNBC lie constantly against the president. Disgusting	Is this tweet offensive?	1
671	Taliban is a terrorist sect of the extremist ideology. What does it have to do with the colour of your skin? 😞🤓	Is this tweet offensive?	0
672	<user> yeah let's put up statues of criminals like George Floyd, Trayvon Martin, Freddie Gray, and Michael Brown instead. you democrats worship them as if they were heroes. nothing but violent street bums.	Is this tweet offensive?	1
673	<user> cant wear a mask his makeup would run and his mask will be orange. He is the worst leader ever!!!! #Coronavirus	Is this tweet offensive?	0
674	yeahhh say what u want but im just gonna strictly believe that MJ was framed, is not a pedo, and was killed. There's so much evidence lmao	Is this tweet offensive?	0
675	So some Green Party dude told me that I'm a sociopath because I don't want to handle cash during COVID. Look maybe this thing can't be spread through cash, but I want to keep my hubby safe. I'll do me &amp; he needs to do him, but a sociopath, really? Is anyone else forgoing cash?	Is this tweet offensive?	0
676	<user> Class war <url>	Is this tweet offensive?	0
677	Coronavirus: United to cancel international and domestic flights <url> <url>	Is this tweet offensive?	0
678	If someone asked me where i think the absolute stupidest people in our nation reside, my first thought would have to be Alabama. <url>	Is this tweet offensive?	1
679	#Alleged #audio of #NYPD #officers urging #police to #shoot and #run over #protesters <user> <user> #BlackLivesMatter <url>	Is this tweet offensive?	0
680	<user> <user> <user> President Trump spent his life working hard to make things great for his Family &amp; gave it up to work hard for ALL AMERICANS. joe-kickback-biden bullshitted his way into public office so he could use his influence to enrich himself &amp; his family at the American tax payers expense!	Is this tweet offensive?	1
681	As I was not able to have kids, I spend the money that would've gone to diapers/college on travel.  AND THIS PISSES ME OFF. <url>	Is this tweet offensive?	0
682	Putin and money OVER soldiers and COVID-19. #TraitorTrump <url> <url>	Is this tweet offensive?	0
683	#DemocratsAreDestroyingAmerica #BlackLivesMatter is a terrorist organization	Is this tweet offensive?	1
684	For better or for worse <user> never shies way from answering questions. We can't say the same about chicken shit <user>  He doesn't have the character nor the courage to be our President. BTW he's compromised to China.	Is this tweet offensive?	1
685	"""Swedish doctor’s perspective:  """"Sweden never went in to complete lockdown. Non-essential businesses remained open, people continued to go to cafés and restaurants, children remained in school, and very few people have bothered with face masks in public.""""  <url>"	Is this tweet offensive?	0
686	Can everyone do me a favour and join me in reporting this vile, racist burner account please? #BlackLivesMatter <url>	Is this tweet offensive?	0
687	The only real reasons I want Trump to not fucking die from COVID is because 1) please to not have President Pence and 2) if he croaks the internet is going to be fucking unbearable and I'm not even sure the memes will save it.  But maybe more people will wear masks so IDK.	Is this tweet offensive?	1
688	<user> IM LEAVING AMERICA! SCREW THIS COUNTRY! I’m moving to Mexico where they actually run a civilised and balanced nation for its people.	Is this tweet offensive?	1
689	I’m playing Dragon Quest 11 and even though y’all gotta work on your audio mixing ima fuck wit ya 🙏🏾🙏🏾	Is this tweet offensive?	0
690	these dudes about to be playing virtual madden games 😂😂	Is this tweet offensive?	0
691	This selfish boy smh, lemme go over there myself and give you corona and see how scared you’ll be then	Is this tweet offensive?	1
692	<user> stop posting cringe	Is this tweet offensive?	0
693	"""We can’t handle the lockdown for long"" I agree   ""The cases will increase if the lockdown is relaxed"" I agree also.   What does it tell you ? WE ARE ROYALLY F**KED!   Japan just got hit with a second wave of #COVIDー19 cases .   Our own go worse"	Is this tweet offensive?	1
694	<user> <user> Absolutely the government should do this  this is beyond sick what Microsoft is doing we all should boycott Microsoft the liberals have used George Floyd death to turn our country communist and we must make a stand we need our police there will be no law and order	Is this tweet offensive?	0
695	<user> Donated. Now FIGHT LIKE HELL to secure this deserved victory!	Is this tweet offensive?	0
696	<user> <url>  is a brilliant piece of work	Is this tweet offensive?	0
697	Someday the U.S. will catch up to this trend. Maybe?  <url>	Is this tweet offensive?	0
698	It's Friday. We need to stop talking about the coronavirus and start laughing at Dude With A Sign tributes. <url> <url>	Is this tweet offensive?	0
699	You are nothing but a piece of trash. Nobody cares about you or your so called music.	Is this tweet offensive?	1
700	"<user> 1. Not everyone in anonymous are hackers and is not only one person.  2. Not all of them are smart and intellectual since anyone can call themselves ""Anonymous"" 3. Yes and still many of em are comunists. 4. Stop romanticizing toxic relationships. Btw, Anonymous: <url>"	Is this tweet offensive?	0
701	<user> <user> #ForTheMany🌈  *thread*⬆️ Nazi⚡⚡#Architectorist🇬🇧<user> #ShouldveShutYerGobbyGammonRacistMouth   #BlackLivesMatter   #Twitter☑️ #trending <url>	Is this tweet offensive?	0
702	<user> Covid cock blocked you	Is this tweet offensive?	1
703	<user> He said NOTHING.  I'm more ashamed as an American.	Is this tweet offensive?	0
704	"Gov ""Newsom Assholiness "" is interfering with a long established practice of whorship by singing Hymms. There is a separation of Church and State so "" Butt Out"" !!!"	Is this tweet offensive?	1
705	Chicken shit	Is this tweet offensive?	1
706	<user> <user> <user> <user> <user> <user> <user> U LYING POS. U R ALL intentionally covering up the HUGE scandal abt <user> U know the seriousness of the sit yet ur keeping it fr the people ur not journalists,ur criminals!	Is this tweet offensive?	1
707	"<user> Protest at USA for George Floyd had degraded as an excuse to break ""stay at home"" orders for thousands that got tired of masturbating at home, and to terrorize USA to force america to vote for reverse racism party <user>   <user> #BlackLivesMatter <user>"	Is this tweet offensive?	1
708	<user> Hey #MAGA  All of #TraitorTrump below quality merchandise is made in #China &amp; covered in #Coronavirus Germs! Wear at your own peril! 🤢 <url>	Is this tweet offensive?	1
709	YOU <user> are grossly incompetent are are in no way qualified to be running our country! November is coming! #NotMyPresident #TrumpLiesEverytimeHeSpeaks #NovemberIsComing	Is this tweet offensive?	1
710	"Truth💣&gt;Anonymous Berkeley Professor Shreds BLM Injustice Narrative   Zero Hedge ***""the 'systemic racism' there was built by successive #Democrat administrations."" <url>"	Is this tweet offensive?	0
711	<user> <user> that ass for the win 😍	Is this tweet offensive?	0
712	<user> <user> This makes me sick to my stomach. Our United States President actually called upon white supremacist to be ready for action during a presidential debate. How in God’s name does this sick fuc$ have supporters? HOW?? #TrumpRacist #VoteHimOut #vote	Is this tweet offensive?	1
713	What ya done in 3.5 years? killed 165K people, gotten us banned from most countries, made us the laughing stock of the world, begged China for help wining reelection, ruined our economy, and put our kids in danger. Why would anyone give you 4 more years?	Is this tweet offensive?	0
714	<user> <user> Don't let the orange man steal this election!! 🇺🇸	Is this tweet offensive?	0
715	<user> <user> Wow, im so NOT impressed,  you look Stupid, and We know who you are, Thanks!	Is this tweet offensive?	1
716	Best creative comment ever! #TrumpIsAMoron #Covfefe 👇🏻👇🏻👇🏻👇🏻👇🏻	Is this tweet offensive?	0
717	<user> <user> Completely disrespectful to George Floyd.	Is this tweet offensive?	0
718	Anonymous got me acting a fool <url>	Is this tweet offensive?	0
719	<user> <user> Of course they are moron. Greed, ego, politics is all that matters to most people nowadays.  I saw a 91 yr old with congestive heart failure and diabetes but of course the reason she died was Covid. Truth is America is gone thanks to dumbass media like you	Is this tweet offensive?	0
720	🇺🇸🇺🇸🇺🇸 2 of Trump unmasked thugs say next to Jill Biden last nite &amp;that scares hell out of me.    Everyone there per T was tested but T lies so it’s hard not to consider T campaign would seat covid positive individuals to spread the virus to Bidens.   I Put nothing past them	Is this tweet offensive?	0
721	fucking Ja’mie King 💀💀💀💀	Is this tweet offensive?	1
722	THIS MAN IS A MURDER ACCOMPLICE AND NEEDS TO BE TREATED AS SUCH!	Is this tweet offensive?	0
723	THIS RIGHT HER MIGHT MAKE A BITCH DIE AND THIS RIGHT HERE GON MAKE A BITCH CRY AND IF I'M BEING HONEST I AM SUCH A GREAT GUY BUT THIS WHAT I DO WHEN A BITCH BREAKS FLOCK	Is this tweet offensive?	1
724	#coronavirus about to whip America	Is this tweet offensive?	0
725	<user> That moron of a loser name Trump called himself a winner already . Keep dreaming ! #Election2020 #Elections2020	Is this tweet offensive?	1
726	The people I know who won't break this chain #BlackLivesMatter <user> <user> <user> <user> <user>  <user> <url>	Is this tweet offensive?	0
727	<user> Now here’s an idiot who wasted an education and he doesn’t understand what the kneeling protest was about, must be a charter member of blockheads anonymous.	Is this tweet offensive?	1
728	<user> <user> Trump didn't order schools open, and you have no idea how her grandkids got it, if that even happened.  No wonder you're a Biden/Harris supporter.	Is this tweet offensive?	0
729	<user> We would never vote for a criminal who used America for so many years &amp; helped China prosper for his own personal gain all while millions of Americans’ lives were destroyed by Biden &amp; China! GO TRUMP 🇺🇸🇺🇸🇺🇸	Is this tweet offensive?	0
730	<user> you are a liar.  We all know about your criminal activities.  You can’t keep hiding from it.	Is this tweet offensive?	1
731	The part that aggrevates me is that these racist whites are gonna make a go fund me page to release him from jail bc this is America	Is this tweet offensive?	0
732	Everyone going to boycott Riot like all of you did to Blizzard??🤔	Is this tweet offensive?	0
733	White House unleashes on Fauci after criticism of Atlas and Trump's pandemic response <url> #TrumpSurrendertoCovid  #TrumpIstheBiggestliarever #TrumpChinaBankAccount #TrumpIsANationalDisgrace #TrumpIsALiar #VoteTrumpOut #VoteTrumpOut2020	Is this tweet offensive?	1
734	<user> Sounds about right that jagoff <user> hasnt tweeted one thing about our asswipe President and his wife getting Covid hours after its been reported positive by your Czar himself.   You’re a schmuck <user> 🖕🏻	Is this tweet offensive?	1
735	<user> <user> <user> He called the sitting president a clown several times.  Joe is a disgusting pos and he is the lefts puppet.	Is this tweet offensive?	1
736	Gr8 cooldown workout after 🎾🎾🎾 #coachreemy #staystrong #stayfit #theplayforlife #tennis #ntc #nrc #blacklivesmatter #fightcancer #fightcovid19 #trumpliesamericansdie #obamawasbetterateverything <url>	Is this tweet offensive?	0
737	<user> <user> You better get on your knees and pray for all the lies you’re telling... <url>	Is this tweet offensive?	0
738	THIS IS SO EMBARRASSING I HATE IT HERE	Is this tweet offensive?	0
739	Trump says he closed our borders to people from China EARLY.	Is this tweet offensive?	0
740	The rest of the developed world and some of the underdeveloped world handling covid as needed, seeing numbers of cases go down: Ey, looks like we can ease up a bit.  America, with shit handling of Covid and increasing cases: Hah! Us too! If we don't test, no one's sick!	Is this tweet offensive?	1
741	Wowww for money do everything but they are going to fall like sand castles.  😡	Is this tweet offensive?	0
742	The #magacult is doing it best to court while supremacists. Thanks <user> for making our country trash again	Is this tweet offensive?	0
743	The county’s COVID-19 Dashboard contains additional information on cases and is available by going to <url>	Is this tweet offensive?	0
744	"""Can anyone tell me what this clown Is saying?"" -<user>"	Is this tweet offensive?	1
745	<user> Shut up ... I have your record on segregation???	Is this tweet offensive?	0
746	Get rid of these pigs	Is this tweet offensive?	1
747	So should we thank the officers for murdering him because he didnt bring it back to his 2 kids? media outlets be drinking dumbass juice	Is this tweet offensive?	1
748	This is Amerikkka! #blacklivesmatter <url>	Is this tweet offensive?	0
749	Fucking LP.  We'd all like a third party. But Trump is the most libertarian candidate we've had in ages. Be realistic.	Is this tweet offensive?	1
750	I knew it. Time for some Covid 7.5 dick <user>	Is this tweet offensive?	1
751	When we comment on this profile negative you will get blocked. Boneless creatures #moron <user> Branswell	Is this tweet offensive?	1
752	<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> I bet it's gonna start up again at some point tonight or tomorrow	Is this tweet offensive?	0
753	<user> <user> <user> The masks are contributing to lots of respiratory infections which the criminals at the CDC are counting as Covid.	Is this tweet offensive?	1
754	i appreciate that twitter shows you who likes tweets so i know what dumbasses to unfollow	Is this tweet offensive?	0
755	<user> <user> <user> Anyone late term abortion should be considered MURDER!!!  ANY WOMEN WHO ALLOWS FOR A LATE TERM ABORTION SHOULD BE ASHAMED!	Is this tweet offensive?	1
756	She can stuff a dirty sock in her mouth and head back to Somali.  She wants to take the USA down to the level of her country.	Is this tweet offensive?	1
757	<user> <user> 99.9% of you didn't even know George Floyd, and while it was sad that he died this way it sure was convenient for you so that you could use his name in order to cause chaos, loot and burn businesses and even murder innocent people. Despicable filth. #OBAMAGATE	Is this tweet offensive?	0
758	<user> This is a #lie and right now there are 211,406 #TrumpVirus dead and 7.4 MILLION infected BECAUSE for two vital months <user> #failed to plan or prepare for this pandemic instead #Trump helped SPREAD what he knew was a killer #COVID19	Is this tweet offensive?	0
759	Damn  😔	Is this tweet offensive?	0
760	<user> <user> <user> Remember that you CHOSE LIES when you kill someone.   <url>	Is this tweet offensive?	1
761	WHAT IN THE CORONAVIRUS IS THIS??!	Is this tweet offensive?	0
762	<user> <user> <user> Julie, if China used COVID as a weapon against us, aren't you furious that Trump isn't doing anything to counter the attack?  I thought that Trump claimed to be America's best defender. 180,000 deaths (and counting) without punching back is very low energy.	Is this tweet offensive?	1
763	Suspended... racism just temporary suspended, then when we go one to the next horrible thing, it's back to work! Suspended! FFS	Is this tweet offensive?	0
764	You are a busted flush ..politically prejudiced	Is this tweet offensive?	0
765	<user> #Trump on Twitter, watching TV or Golfing. When does he work?  #COVID19 US #1:  1.4 Million cases 90,000+ deaths 30+ Million unemployed   #MAGA #MoronsAreGoverningAmerica   #Cheeto45  #LiarInChief  #COVIDIDIOT #VoteForYourLife <url>	Is this tweet offensive?	0
766	<user> <user> Hey Hypocrite wit NO self-awareness...your tweet is a hate tweet.	Is this tweet offensive?	1
767	fix &amp; replace the #childprotection system too #2020 #StopAbuse &amp; #racism #BlackLivesmatter #USA #Canada #UK #Aus #Worldwide #OpExposeCPS #OpDEATHEATERS 😘<user> <user>  😘<user> 😘<user> 😘<user> 😘<user> 😘<user> 😘<user>	Is this tweet offensive?	0
768	paranoid much? you're so pathetic.	Is this tweet offensive?	1
769	&gt;Anonymous patch  2008 was 12 years ago you cringelords. <url>	Is this tweet offensive?	0
770	For those of you in charge of taking down the statues you are all cowards following that sheepishly Pack..	Is this tweet offensive?	1
771	11 Anti-Racist Accounts That Are Worth Following: <user> <user> <user> <user> <user> <user> <user> #allyship #BlackLivesMatter   <url>	Is this tweet offensive?	0
772	<user> <user> <user> Oh ok, so all the lazy liberal sheep are copy/pasting the same thing because you're all brainwashed idiots anyways who can't think or formulate an argument on your own....got it	Is this tweet offensive?	1
773	<user> It’s  pathetic.  #BidenCrimeFamilyExposed	Is this tweet offensive?	1
774	Turn in, catch these street thugs	Is this tweet offensive?	0
775	<user> <user> <user> <user> <user> Get some knowledge on how reality. This ain’t a video game we aren’t shooting peoples legs so we can feed your emotional needs. Sorry being mentally ill doesn’t give you an excuse to be a jackass.	Is this tweet offensive?	1
776	I’m not sure either of the men appeared presidential during the #Debates2020 although <user> was on the defensive from the thuggish behavior of <user>  Trump’s nod to #WhiteSupremacists was terrifying . Dark days ahead.	Is this tweet offensive?	1
777	Hope Hicks has Covid 19!!? What are the odds the Nitwit and the rest of the West Wing are right behind?	Is this tweet offensive?	1
778	"<user> Joe Biden is a hypocrite for attacking Trump’s plan to replace Obamacare when Joe’s running on replacing Obamacare with ""Bidencare"". Clearly Joe knows Obamacare is a failure except for pre-existing condition coverage. Trump plans to keep PEC coverage and lower prices! #VoteTrump"	Is this tweet offensive?	0
779	Rap Megastar Lil Wayne Slams George Floyd Protests: Stop Blaming Every Cop and Making It About Race <url>	Is this tweet offensive?	0
780	<user> Fuck off you have enough money	Is this tweet offensive?	1
781	Oh Jesus fucking Christ! C’mon!	Is this tweet offensive?	1
782	UPDATED: AHS confirms one patient had died in connection with the COVID-19 outbreaks at the Foothills Medical Centre in Calgary. There have been 14  positive cases in patients and four positive cases in staff members #yyc #COVID19AB  <url>	Is this tweet offensive?	0
783	#DeathSantis The Florida Experiment FAILED!  How do you feel about sending your children to school?  Splash RT  #COVID19  #COVID19SK #SchoolReopening #school #CoronaVirusSA  #coronavirus  #TrumpIsUnwell #TrumpIsNotWell  #TrumpStroke  #DeVosKillsChildren #DeVosMustGo  #COVIDIOTS	Is this tweet offensive?	0
784	<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> 🚨 ATTENTION PATRIOTS🚨 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸Twttr has begun to lock us down. Let's get United and get stronger by  having our voices heard!  1. Follow Me <user>  2. Turn ON Notifications for me 3. Post on this tweet for a ride on my #GWG's trains.  #maga #trump2020	Is this tweet offensive?	0
785	What the heck is the #HongKongPolice ?🤦	Is this tweet offensive?	0
786	This protest is against the racist cops who murder citizens without repercussion, who break the laws they were sworn to protect. If you're a cop who wants change then lay down your gear and walk with us.  Otherwise you're the threat we're protesting against.  #BlackLivesMatter	Is this tweet offensive?	0
787	<user> <user> <user> Abomination? Really?	Is this tweet offensive?	0
788	HOW MANY KIDS DEAD FROM VIOLENCE IN DNC STATES FROM SHOOTING AND ANTIFA LOVERS OF THE DNC	Is this tweet offensive?	0
789	<user> <user> So we are better off with Trump? STFU	Is this tweet offensive?	1
790	<user> Lies! Damn, Joe. Don't you even have an aide to help keep your lies straight? Geez... China loves you, tho! So, you have at least one friend.  China friend =😂😂😂🤣😂🤣 <url>	Is this tweet offensive?	0
791	At LI nursing homes, a generation that remembers TV rabbit ears now using FaceTime and Skype to protect themselves from #coronavirus.  <url> via <user>	Is this tweet offensive?	0
792	"""Arrow"" star Stephen Amell gets COVID-19 while shooting Starz’s ""Heels"" in Atlanta <url>"	Is this tweet offensive?	0
793	If the protests in London have taught me anything today it’s that there are way more racist and fascist people living here than I thought, we have a lot of work today if we’re to have complete equality for everyone #BlackLivesMatter	Is this tweet offensive?	0
794	Would’ve George Floyd arrested by this way and died under  Obama’s presidency or its Tramp’s presidency behavior ?<user>  <user> <user> <user> <user>	Is this tweet offensive?	0
795	<user> <user> Fartwell is gross and incompetent, and the media is negligent   <url>	Is this tweet offensive?	1
796	I wouldn’t wish the coronavirus on my worst enemy It’s a terrible thing  That wish is a pointless misuse of mental energy that robs your psyche of its riches  most of all... it’s inhumane   don’t stoop to their level If you do?  Look at what you’ve become.  Just like them.	Is this tweet offensive?	0
797	Hopefully, #IMPOTUS and his #TrumpCrimeFamily will disappear after the election! #VoteBlue2020 #ObamaWasBetterAtEverything #TrumpIsTheWORSTPresidentEVER #Hydroxychloroquine #DonnieDiarrhea #Grabber	Is this tweet offensive?	1
798	The human race is doomed.   #covid #covididiots #socialidiots <url>	Is this tweet offensive?	1
799	Yet another awful aspect of this virus.	Is this tweet offensive?	0
800	HERE BLACK PEOPLE...HERE IS YOUR IDOL SAYING RIOTERS ARE CRIMINALS!	Is this tweet offensive?	0
801	<user> Does anyone care about COVID? Angry mobs are burning down cities and murdering people, who cares about a virus that you have a 98% chance of surviving?	Is this tweet offensive?	0
802	"""""""Tony Perkins: Religious Liberty Means COVID-19 Restrictions Cannot Target Churchgoers"""" via <url> #Christianity #Christian #God"""	Is this tweet offensive?	0
803	Coronavirus Update: Ten more passengers diagnosed onboard Princess Cruises ship in Japan; death toll reaches 563 <url>	Is this tweet offensive?	0
804	<user> <user> Man this coronavirus Democratic hoax is really wreaking havoc with Trump.  Good thing it not real, and if it is real it will go away like a miracle, or take unproven drugs, or take poison, or ______________(fill in Trump’s next stupid remark here).	Is this tweet offensive?	0
805	Black Canadians?? you mean Afro canadian y’all are racist wth is thisb	Is this tweet offensive?	1
806	<user> Anonymous 👁👄👁	Is this tweet offensive?	0
807	<user> 2020 Trump 2020 Trump 2020 Trump	Is this tweet offensive?	0
808	WTF.. No way	Is this tweet offensive?	0
809	Domestic Terrorism in the US. 🙄  #Trumpers #FakePresidentTrump #Elections2020	Is this tweet offensive?	0
810	"<user> <user> this is literally like saying ""i only have one son...""  hunter gonna be hip deep in hookers and blow and daddy issues tonight."	Is this tweet offensive?	1
811	delete this omg	Is this tweet offensive?	0
812	<user> <user> <user> <user> Wow you sheep are fup	Is this tweet offensive?	1
813	‘The president is a lunatic’: Viewers stunned as ‘utterly shameless’ Trump proclaims it is ‘a great day’ for George Floyd <url>	Is this tweet offensive?	0
814	.<user> has specifically asked that no one should attend marches today to avoid these red-neck white supremacists.  Any one that is out there in disregard of this request does so at their own peril in my humble opinion. There's a time and place for everything  #BlackLivesMatter	Is this tweet offensive?	0
815	<user> Way to go Mitt, thank you! #blacklivesmatter	Is this tweet offensive?	0
816	This is how the next debate needs to be done! Soundproof booths. Trump would be silenced when it's not his turn to lie...I mean answer.   He loves reality tv so treat the debate like a game show!  <user> <user> Debate Commission needs to do this now! <url>	Is this tweet offensive?	0
817	Louder for the folks in the back, please!	Is this tweet offensive?	0
818	<user> Do you not support the blacks?? #BlackLivesMatter #BLM	Is this tweet offensive?	0
819	I really don't know whether to laugh or to be sad about this. I mean, the misogyny is unbelievable.  #WomenForTrump  #VoteHimOut2020  #BidenHarris2020	Is this tweet offensive?	0
820	If you turn out to be Mike Pence nobody’s gonna like you any more.	Is this tweet offensive?	0
821	<user> <user> Science says that children in cages are living human beings. <url>	Is this tweet offensive?	0
822	These videos are so creepy.    Yet I watch all of them like a sick disaster tourist.   If this happens here, OMG, Americans are not good with masks and things..   😷#COVID19 #Scared	Is this tweet offensive?	0
823	Screw your new normal BS <user> !! The only normal is having our freedoms back!! Enough of this Covid scam!! #MasksOffAmerica you have been lied to	Is this tweet offensive?	0
824	<user> Here's this from a law firm <url>	Is this tweet offensive?	0
825	Out of respect for today’s memorial service for George Floyd in Minneapolis at 2 p.m. EST, we will not hold a press briefing this afternoon. Any updates for today will be released via press release and posted online at <url> and <url>	Is this tweet offensive?	0
826	Trumps Miracle Drug Talk Could Kill Me <url>	Is this tweet offensive?	0
827	Rasict people are the problem in this world. This will never be put to a stop until people come to the conclusion that the color of your skin doesn’t make you any different. You can’t get through their thick fn skulls bc they are raised to hate. #BlackLivesMatter	Is this tweet offensive?	0
828	<user> <user> what has trump accomplished? ohhh right making a mockery of the us government and allowing the deaths of over 200000 americans	Is this tweet offensive?	0
829	DAMN !  THIS IS GOOD !	Is this tweet offensive?	0
830	Love this. Baby girl will be taken care off.	Is this tweet offensive?	0
831	"""""""Taking funding away from the <user> is one of the most idiotic reactions to this pandemic.""""  On the new #DemocracySausage, <user> chats with <user> about why attacking each other doesn't serve anyone well in the #COVID19 response. Listen now, links below. 👇 <url>"	Is this tweet offensive?	0
832	why is it that when whites shoot up schools and kill CHILDREN they are arrested PEACEFULLY?😐 racist asssssss go away, tweeting how he’s done more for the black community than any president. yet he wants protestors to get 10 years in jail- #TrumpOut2020	Is this tweet offensive?	1
833	How #COVID-19 Is Impacting Business #EventPlanning <url> <url>	Is this tweet offensive?	0
834	<user> <user> We the people should’ve decided but democrat shenanigans means the courts will be deciding.	Is this tweet offensive?	0
835	He does not get it.	Is this tweet offensive?	0
836	Why are Americans behaving in this manner? This is NOT my America.	Is this tweet offensive?	0
837	Mob Kills #TheNewNormal  #BlackLivesMatter	Is this tweet offensive?	0
838	I noticed after a week of protests, riots, and Instagram post y’all took down your black square 👀? Y’all still support #BlackLivesMatter ?	Is this tweet offensive?	0
839	So proud that this is my Senator.  I don’t care that I’ve in Florida for 8 years, I’m from Ohio damn it.	Is this tweet offensive?	0
840	"Extremely disrespectful during these so-called ""times."" #NursesDanceOff #insensitive #backtowork #CoronaVirusHOAX"	Is this tweet offensive?	0
841	#anonymous simpsons are at it damn <url>	Is this tweet offensive?	0
842	I feel like crying. This is so evil.	Is this tweet offensive?	0
843	<user> No it didn't, if Democrat governors like Andrew Cuomo didn't kill 50,000 people in nursing homes.	Is this tweet offensive?	0
844	#BlackOutTuesday   #BlackLivesMatter   DO NOT BLACK OUT THIS IS WHAT THEY WANT. THEY WANT TO SILENCE PEOPLE. <url>	Is this tweet offensive?	0
845	<user> <user> Want this so badly.	Is this tweet offensive?	0
846	"<user> <user> An audit takes 5 years? 😂 SMH again, corruption.  Don’t say ""countless audits"" with no proof. Oh wait, NONE!  He uses the tax code to his advantage and pays no taxes because his tax code is rigged to the rich advantage.  He’s actively defunding the police by not paying taxes 🤷‍♂️"	Is this tweet offensive?	0
847	<user> Fuck the Trump #BlackLivesMatter	Is this tweet offensive?	1
848	<user> <user> <user> Biden was interrupting because every word Trump said was a lie, and Trump was up there screaming like a toddler.   That's why Wallace had to spank Trump like a little baby.	Is this tweet offensive?	1
849	New snitch job, with social Workers	Is this tweet offensive?	0
850	<user> <user> #Republican Party DIED in November 2016.  #RIP   #Republican Party is Now a 🚨DANGEROUS🚨 #Trump #Cult     #Trump INcompetence KILLED 115,000 #Americans with his *SLOW* #COVID response.  #ETTD   #Trump Must GO in November!!!	Is this tweet offensive?	1
851	"""<user> <user> But 45 is also a major narcissist egomaniac and will win at all costs, a wag the dog, phony """"Oh I cant debate cuz COVID19"""" will let him save face/image while maintain support among his MAGA cult. He probably had a major tantrum behind closed doors after the debates."""	Is this tweet offensive?	0
852	NYT staying mealy-mouthed, I see   <url>	Is this tweet offensive?	1
853	"<user> George Floyd the man that threatened to shoot a pregnant woman while holding the gun to her stomach died which sparked global unrest but when black people die at the hands of their ""brothers"" then it’s swept under the rug.I think this is a vendetta against whites."	Is this tweet offensive?	0
854	<user> <user> You look feeble..😢	Is this tweet offensive?	1
855	<user> <user> <user> <user> <user> <user> <user> Or the guy who literally got shot in the head... Covid death... wth	Is this tweet offensive?	0
856	Wow. I mean I know it's Trump but that is fucking crass.  <url>	Is this tweet offensive?	1
857	<url>  I'm willing to bet any amount of money that the Rice student that died from pneumonia in February had covid. Any amount.  Justice for Andrew Manias. Rice leadership killed him with their disgusting and immoral Chinese ties.	Is this tweet offensive?	1
858	Donald Trump is not a racist. And, he will win the election. Moreover, he has nothing to do with what happened in Minneapolis. And he has not anything to do with the Chinese virus. #TrumpHasNoPlan #Trump #UnitedStates #Sweden #Russia #minneapolisriots #BLACK_LIVES_MATTER #China	Is this tweet offensive?	0
859	Nah I’m crying. They all dragging for filth rn 😭😭😭	Is this tweet offensive?	0
860	<user> <user> Koch Libertarians are the evil psychopaths destroying our democracy.  <url>	Is this tweet offensive?	1
861	<user> <user> Definitely not	Is this tweet offensive?	0
862	Aye yo white people come get yall kin folf she acting out	Is this tweet offensive?	0
863	<user> Instead of the Hyena’s in there now.	Is this tweet offensive?	0
864	Trump Kills People with Covid 19 Hoping to Win Election <url>	Is this tweet offensive?	1
